gene,pooled_mean_lfc_re,combined_pval,x,y,significant,insignificant,pos,neg,sig.pos,sig.neg,insig.pos,insig.neg,group
TBC1D26-AS1,-0.03815360474343513,0.00013692464307578025,-0.03815360474343513,3.863518382481858,True,False,False,True,False,True,False,False,sig.neg
DIRC3-AS1,-0.073231367807909,0.00021095419278133307,-0.073231367807909,3.6758118384560694,True,False,False,True,False,True,False,False,sig.neg
LINC01762,0.03907441502336273,0.00024819303876672655,0.03907441502336273,3.6052104036092256,True,False,True,False,True,False,False,False,sig.pos
EEF1A1P26,-0.14237495673554515,2.270702887199408e-14,-0.14237495673554515,13.643839687837184,True,False,False,True,False,True,False,False,sig.neg
GPX1,-0.32712529570000626,1.054485029019907e-26,-0.32712529570000626,25.976959581747348,True,False,False,True,False,True,False,False,sig.neg
AL157944.1,0.23958214498506694,3.3290777015113424e-20,0.23958214498506694,19.477676068182536,True,False,True,False,True,False,False,False,sig.pos
PFN1P1,0.015541199159785971,0.15324577193474145,0.015541199159785971,0.8146114988698507,False,True,True,False,False,False,True,False,insig.pos
RPS2P48,0.025082201336509857,0.015062685617383793,0.025082201336509857,1.8220975882398063,True,False,True,False,True,False,False,False,sig.pos
AL360175.1,0.04034015880060405,0.01763051936908999,0.04034015880060405,1.7537348938375186,True,False,True,False,True,False,False,False,sig.pos
B4GALT1-AS1,0.07243946148256569,0.0005049468137674343,0.07243946148256569,3.296754363868982,True,False,True,False,True,False,False,False,sig.pos
DDX11L10,0.05557893027755474,0.0011755018347611467,0.05557893027755474,2.9297766886776895,True,False,True,False,True,False,False,False,sig.pos
RNASEH2B-AS1,0.11323687058296333,5.5153851635495076e-09,0.11323687058296333,8.258424153475234,True,False,True,False,True,False,False,False,sig.pos
GAS6-AS1,0.0324361714236321,0.0020409590996003594,0.0324361714236321,2.6901656983686193,True,False,True,False,True,False,False,False,sig.pos
RPL22P11,0.035334210432673444,0.03175508311307488,0.035334210432673444,1.4981867462376903,True,False,True,False,True,False,False,False,sig.pos
CAVIN2-AS1,0.020123225675131924,0.0439798495206013,0.020123225675131924,1.3567462609343985,True,False,True,False,True,False,False,False,sig.pos
AL157895.1,-0.7687111578660122,3.1184394142175305e-51,-0.7687111578660122,50.50606268910735,True,False,False,True,False,True,False,False,sig.neg
AL390879.1,-0.011399511286643885,3.346038094053999e-05,-0.011399511286643885,4.475469118979341,True,False,False,True,False,True,False,False,sig.neg
SRP14P2,0.013466828638454668,0.5645499089378766,0.013466828638454668,0.24829765831262873,False,True,True,False,False,False,True,False,insig.pos
